,Data_Hora,Estacao_Ano,Feriado,Dia_Trabalho,Condicoes_Climaticas,Temperatura,Sensacao_Termica,Umidade,Velocidade_Vento,Usuarios_Casuais,Usuarios_Registrados,Total_Alugueis,Mes,Dia,Hora,Tempo_Limpo
504,2011-02-04 03:00:00,Primavera,0,1,Nublado,5.74,8.335,63,7.0015,0,1,1,Fevereiro,Sexta-feira,3,0
505,2011-02-04 05:00:00,Primavera,0,1,Nublado,5.74,7.575,63,8.9981,0,7,7,Fevereiro,Sexta-feira,5,0
506,2011-02-04 06:00:00,Primavera,0,1,Nublado,6.56,11.365,55,0.0,2,26,28,Fevereiro,Sexta-feira,6,0
507,2011-02-04 07:00:00,Primavera,0,1,Tempo Limpo,5.74,10.605,59,0.0,0,87,87,Fevereiro,Sexta-feira,7,1
508,2011-02-04 08:00:00,Primavera,0,1,Tempo Limpo,5.74,7.575,74,8.9981,3,217,220,Fevereiro,Sexta-feira,8,1
509,2011-02-04 09:00:00,Primavera,0,1,Nublado,6.56,9.09,80,8.9981,3,124,127,Fevereiro,Sexta-feira,9,0
510,2011-02-04 10:00:00,Primavera,0,1,Nublado,8.2,10.605,51,8.9981,5,46,51,Fevereiro,Sexta-feira,10,0
511,2011-02-04 11:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,51,11.0014,3,61,64,Fevereiro,Sexta-feira,11,1
512,2011-02-04 12:00:00,Primavera,0,1,Nublado,9.84,12.12,48,11.0014,8,78,86,Fevereiro,Sexta-feira,12,0
513,2011-02-04 13:00:00,Primavera,0,1,Nublado,10.66,12.88,50,15.0013,9,73,82,Fevereiro,Sexta-feira,13,0
514,2011-02-04 14:00:00,Primavera,0,1,Nublado,11.48,13.635,45,11.0014,15,76,91,Fevereiro,Sexta-feira,14,0
515,2011-02-04 15:00:00,Primavera,0,1,Nublado,11.48,13.635,48,16.9979,9,81,90,Fevereiro,Sexta-feira,15,0
516,2011-02-04 16:00:00,Primavera,0,1,Nublado,12.3,14.395,42,15.0013,8,91,99,Fevereiro,Sexta-feira,16,0
517,2011-02-04 17:00:00,Primavera,0,1,Nublado,10.66,13.635,56,8.9981,10,195,205,Fevereiro,Sexta-feira,17,0
518,2011-02-04 18:00:00,Primavera,0,1,Nublado,9.84,12.88,60,7.0015,3,152,155,Fevereiro,Sexta-feira,18,0
519,2011-02-04 19:00:00,Primavera,0,1,Nublado,9.84,12.12,65,8.9981,1,102,103,Fevereiro,Sexta-feira,19,0
520,2011-02-04 20:00:00,Primavera,0,1,Nublado,9.84,12.12,65,11.0014,2,69,71,Fevereiro,Sexta-feira,20,0
521,2011-02-04 21:00:00,Primavera,0,1,Nublado,9.84,12.12,70,11.0014,2,41,43,Fevereiro,Sexta-feira,21,0
522,2011-02-04 22:00:00,Primavera,0,1,Nublado,9.84,12.12,65,11.0014,1,45,46,Fevereiro,Sexta-feira,22,0
523,2011-02-04 23:00:00,Primavera,0,1,Nublado,9.84,12.12,70,8.9981,1,30,31,Fevereiro,Sexta-feira,23,0
524,2011-02-05 00:00:00,Primavera,0,0,Nublado,9.84,12.12,70,11.0014,3,36,39,Fevereiro,Sábado,0,0
525,2011-02-05 01:00:00,Primavera,0,0,Nublado,9.84,12.12,65,11.0014,1,17,18,Fevereiro,Sábado,1,0
526,2011-02-05 02:00:00,Primavera,0,0,Nublado,9.84,12.12,75,11.0014,5,12,17,Fevereiro,Sábado,2,0
527,2011-02-05 03:00:00,Primavera,0,0,Nublado,9.84,12.12,75,11.0014,1,10,11,Fevereiro,Sábado,3,0
528,2011-02-05 04:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,11.365,93,8.9981,0,8,8,Fevereiro,Sábado,4,0
529,2011-02-05 05:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,8.2,11.365,100,6.0032,0,9,9,Fevereiro,Sábado,5,0
530,2011-02-05 06:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,8.2,12.88,100,0.0,0,4,4,Fevereiro,Sábado,6,0
531,2011-02-05 07:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,12.88,93,6.0032,0,4,4,Fevereiro,Sábado,7,0
532,2011-02-05 08:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,8.2,11.365,100,6.0032,0,10,10,Fevereiro,Sábado,8,0
533,2011-02-05 09:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,8.2,11.365,100,6.0032,3,17,20,Fevereiro,Sábado,9,0
534,2011-02-05 10:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,8.2,10.605,100,8.9981,3,31,34,Fevereiro,Sábado,10,0
535,2011-02-05 11:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,11.365,100,8.9981,1,46,47,Fevereiro,Sábado,11,0
536,2011-02-05 12:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,11.365,100,11.0014,10,42,52,Fevereiro,Sábado,12,0
537,2011-02-05 13:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,11.365,100,11.0014,10,62,72,Fevereiro,Sábado,13,0
538,2011-02-05 14:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,13.635,100,0.0,5,50,55,Fevereiro,Sábado,14,0
539,2011-02-05 15:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,13.635,100,0.0,11,49,60,Fevereiro,Sábado,15,0
540,2011-02-05 16:00:00,Primavera,0,0,Chuva Leve/Neve Leve ,9.02,11.365,100,8.9981,8,63,71,Fevereiro,Sábado,16,0
541,2011-02-05 17:00:00,Primavera,0,0,Nublado,9.84,10.605,100,19.0012,14,64,78,Fevereiro,Sábado,17,0
542,2011-02-05 18:00:00,Primavera,0,0,Nublado,11.48,12.12,93,30.0026,2,81,83,Fevereiro,Sábado,18,0
543,2011-02-05 19:00:00,Primavera,0,0,Nublado,11.48,12.12,93,30.0026,6,78,84,Fevereiro,Sábado,19,0
544,2011-02-05 20:00:00,Primavera,0,0,Tempo Limpo,12.3,14.395,87,16.9979,5,64,69,Fevereiro,Sábado,20,1
545,2011-02-05 21:00:00,Primavera,0,0,Tempo Limpo,10.66,12.88,100,12.998,3,53,56,Fevereiro,Sábado,21,1
546,2011-02-05 22:00:00,Primavera,0,0,Tempo Limpo,10.66,13.635,93,8.9981,2,43,45,Fevereiro,Sábado,22,1
547,2011-02-05 23:00:00,Primavera,0,0,Tempo Limpo,10.66,12.88,93,15.0013,7,52,59,Fevereiro,Sábado,23,1
548,2011-02-06 00:00:00,Primavera,0,0,Tempo Limpo,10.66,12.88,70,12.998,2,37,39,Fevereiro,Domingo,0,1
549,2011-02-06 01:00:00,Primavera,0,0,Tempo Limpo,10.66,11.365,65,27.9993,4,40,44,Fevereiro,Domingo,1,1
550,2011-02-06 02:00:00,Primavera,0,0,Tempo Limpo,10.66,11.365,60,22.0028,0,20,20,Fevereiro,Domingo,2,1
551,2011-02-06 03:00:00,Primavera,0,0,Tempo Limpo,10.66,14.395,60,6.0032,3,10,13,Fevereiro,Domingo,3,1
552,2011-02-06 04:00:00,Primavera,0,0,Tempo Limpo,10.66,11.365,60,23.9994,0,2,2,Fevereiro,Domingo,4,1
553,2011-02-06 05:00:00,Primavera,0,0,Tempo Limpo,10.66,12.88,60,15.0013,0,1,1,Fevereiro,Domingo,5,1
554,2011-02-06 06:00:00,Primavera,0,0,Tempo Limpo,10.66,12.88,60,15.0013,0,1,1,Fevereiro,Domingo,6,1
555,2011-02-06 07:00:00,Primavera,0,0,Tempo Limpo,9.84,12.12,65,11.0014,0,8,8,Fevereiro,Domingo,7,1
556,2011-02-06 08:00:00,Primavera,0,0,Tempo Limpo,9.84,12.88,65,7.0015,2,21,23,Fevereiro,Domingo,8,1
557,2011-02-06 09:00:00,Primavera,0,0,Tempo Limpo,11.48,14.395,56,7.0015,7,38,45,Fevereiro,Domingo,9,1
558,2011-02-06 10:00:00,Primavera,0,0,Tempo Limpo,12.3,14.395,52,16.9979,15,74,89,Fevereiro,Domingo,10,1
559,2011-02-06 11:00:00,Primavera,0,0,Tempo Limpo,13.12,15.15,49,16.9979,28,89,117,Fevereiro,Domingo,11,1
560,2011-02-06 12:00:00,Primavera,0,0,Tempo Limpo,13.94,16.665,46,0.0,48,126,174,Fevereiro,Domingo,12,1
561,2011-02-06 13:00:00,Primavera,0,0,Tempo Limpo,13.94,18.18,46,0.0,47,135,182,Fevereiro,Domingo,13,1
562,2011-02-06 14:00:00,Primavera,0,0,Tempo Limpo,13.94,17.425,46,6.0032,47,114,161,Fevereiro,Domingo,14,1
563,2011-02-06 15:00:00,Primavera,0,0,Tempo Limpo,13.94,17.425,46,6.0032,52,130,182,Fevereiro,Domingo,15,1
564,2011-02-06 16:00:00,Primavera,0,0,Tempo Limpo,13.94,17.425,49,7.0015,42,115,157,Fevereiro,Domingo,16,1
565,2011-02-06 17:00:00,Primavera,0,0,Tempo Limpo,13.94,18.18,46,0.0,24,97,121,Fevereiro,Domingo,17,1
566,2011-02-06 18:00:00,Primavera,0,0,Tempo Limpo,12.3,15.15,56,11.0014,13,65,78,Fevereiro,Domingo,18,1
567,2011-02-06 19:00:00,Primavera,0,0,Tempo Limpo,11.48,14.395,61,8.9981,1,20,21,Fevereiro,Domingo,19,1
568,2011-02-06 20:00:00,Primavera,0,0,Tempo Limpo,11.48,14.395,61,7.0015,5,21,26,Fevereiro,Domingo,20,1
569,2011-02-06 21:00:00,Primavera,0,0,Tempo Limpo,10.66,15.15,60,0.0,5,22,27,Fevereiro,Domingo,21,1
570,2011-02-06 22:00:00,Primavera,0,0,Tempo Limpo,10.66,15.15,60,0.0,5,57,62,Fevereiro,Domingo,22,1
571,2011-02-06 23:00:00,Primavera,0,0,Tempo Limpo,9.84,14.395,65,0.0,4,26,30,Fevereiro,Domingo,23,1
572,2011-02-07 00:00:00,Primavera,0,1,Tempo Limpo,9.84,14.395,65,0.0,1,14,15,Fevereiro,Segunda-feira,0,1
573,2011-02-07 01:00:00,Primavera,0,1,Tempo Limpo,9.02,13.635,75,0.0,1,4,5,Fevereiro,Segunda-feira,1,1
574,2011-02-07 02:00:00,Primavera,0,1,Tempo Limpo,8.2,12.88,80,0.0,0,3,3,Fevereiro,Segunda-feira,2,1
575,2011-02-07 03:00:00,Primavera,0,1,Tempo Limpo,8.2,12.88,86,0.0,0,1,1,Fevereiro,Segunda-feira,3,1
576,2011-02-07 04:00:00,Primavera,0,1,Tempo Limpo,8.2,12.88,86,0.0,1,1,2,Fevereiro,Segunda-feira,4,1
577,2011-02-07 05:00:00,Primavera,0,1,Tempo Limpo,8.2,12.88,86,0.0,1,9,10,Fevereiro,Segunda-feira,5,1
578,2011-02-07 06:00:00,Primavera,0,1,Tempo Limpo,7.38,12.12,93,0.0,1,29,30,Fevereiro,Segunda-feira,6,1
579,2011-02-07 07:00:00,Primavera,0,1,Tempo Limpo,7.38,12.12,86,0.0,6,89,95,Fevereiro,Segunda-feira,7,1
580,2011-02-07 08:00:00,Primavera,0,1,Nublado,6.56,11.365,100,0.0,7,223,230,Fevereiro,Segunda-feira,8,0
581,2011-02-07 09:00:00,Primavera,0,1,Tempo Limpo,9.02,13.635,80,0.0,3,115,118,Fevereiro,Segunda-feira,9,1
582,2011-02-07 10:00:00,Primavera,0,1,Tempo Limpo,9.84,12.88,75,7.0015,6,49,55,Fevereiro,Segunda-feira,10,1
583,2011-02-07 11:00:00,Primavera,0,1,Tempo Limpo,12.3,15.91,65,6.0032,11,36,47,Fevereiro,Segunda-feira,11,1
584,2011-02-07 12:00:00,Primavera,0,1,Nublado,13.12,17.425,62,0.0,7,59,66,Fevereiro,Segunda-feira,12,0
585,2011-02-07 13:00:00,Primavera,0,1,Nublado,14.76,18.18,57,6.0032,10,54,64,Fevereiro,Segunda-feira,13,0
586,2011-02-07 14:00:00,Primavera,0,1,Nublado,14.76,18.18,57,6.0032,8,52,60,Fevereiro,Segunda-feira,14,0
587,2011-02-07 15:00:00,Primavera,0,1,Nublado,15.58,19.695,54,6.0032,4,46,50,Fevereiro,Segunda-feira,15,0
588,2011-02-07 16:00:00,Primavera,0,1,Nublado,14.76,17.425,57,8.9981,16,98,114,Fevereiro,Segunda-feira,16,0
589,2011-02-07 17:00:00,Primavera,0,1,Nublado,13.12,15.91,70,11.0014,9,207,216,Fevereiro,Segunda-feira,17,0
590,2011-02-07 18:00:00,Primavera,0,1,Nublado,13.94,16.665,66,8.9981,5,170,175,Fevereiro,Segunda-feira,18,0
591,2011-02-07 19:00:00,Primavera,0,1,Nublado,13.12,17.425,70,0.0,5,123,128,Fevereiro,Segunda-feira,19,0
592,2011-02-07 20:00:00,Primavera,0,1,Nublado,13.12,16.665,70,7.0015,6,82,88,Fevereiro,Segunda-feira,20,0
593,2011-02-07 21:00:00,Primavera,0,1,Tempo Limpo,13.12,17.425,70,0.0,3,75,78,Fevereiro,Segunda-feira,21,1
594,2011-02-07 22:00:00,Primavera,0,1,Tempo Limpo,11.48,15.15,81,6.0032,3,34,37,Fevereiro,Segunda-feira,22,1
595,2011-02-07 23:00:00,Primavera,0,1,Nublado,12.3,16.665,81,0.0,6,19,25,Fevereiro,Segunda-feira,23,0
596,2011-02-08 00:00:00,Primavera,0,1,Nublado,11.48,15.91,87,0.0,4,6,10,Fevereiro,Terça-feira,0,0
597,2011-02-08 01:00:00,Primavera,0,1,Nublado,11.48,15.91,87,0.0,0,4,4,Fevereiro,Terça-feira,1,0
598,2011-02-08 02:00:00,Primavera,0,1,Nublado,10.66,13.635,93,7.0015,1,1,2,Fevereiro,Terça-feira,2,0
599,2011-02-08 03:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,11.48,13.635,93,11.0014,0,1,1,Fevereiro,Terça-feira,3,0
600,2011-02-08 04:00:00,Primavera,0,1,Tempo Limpo,10.66,12.88,93,11.0014,0,3,3,Fevereiro,Terça-feira,4,1
601,2011-02-08 05:00:00,Primavera,0,1,Tempo Limpo,10.66,11.365,81,22.0028,0,2,2,Fevereiro,Terça-feira,5,1
602,2011-02-08 06:00:00,Primavera,0,1,Tempo Limpo,10.66,11.365,70,22.0028,0,39,39,Fevereiro,Terça-feira,6,1
603,2011-02-08 07:00:00,Primavera,0,1,Tempo Limpo,9.84,9.85,65,27.9993,3,97,100,Fevereiro,Terça-feira,7,1
604,2011-02-08 08:00:00,Primavera,0,1,Tempo Limpo,9.84,9.85,56,32.9975,7,236,243,Fevereiro,Terça-feira,8,1
605,2011-02-08 09:00:00,Primavera,0,1,Tempo Limpo,9.84,9.85,52,32.9975,7,128,135,Fevereiro,Terça-feira,9,1
606,2011-02-08 10:00:00,Primavera,0,1,Tempo Limpo,9.02,9.09,47,36.9974,4,44,48,Fevereiro,Terça-feira,10,1
607,2011-02-08 11:00:00,Primavera,0,1,Tempo Limpo,9.02,9.09,47,31.0009,1,49,50,Fevereiro,Terça-feira,11,1
608,2011-02-08 12:00:00,Primavera,0,1,Tempo Limpo,9.84,9.85,38,32.9975,2,63,65,Fevereiro,Terça-feira,12,1
609,2011-02-08 13:00:00,Primavera,0,1,Nublado,9.84,9.85,32,30.0026,2,48,50,Fevereiro,Terça-feira,13,0
610,2011-02-08 14:00:00,Primavera,0,1,Tempo Limpo,9.02,9.85,37,27.9993,3,61,64,Fevereiro,Terça-feira,14,1
611,2011-02-08 15:00:00,Primavera,0,1,Tempo Limpo,9.02,9.85,35,26.0027,6,45,51,Fevereiro,Terça-feira,15,1
612,2011-02-08 16:00:00,Primavera,0,1,Tempo Limpo,9.02,9.09,35,35.0008,4,79,83,Fevereiro,Terça-feira,16,1
613,2011-02-08 17:00:00,Primavera,0,1,Tempo Limpo,9.02,9.09,32,39.0007,4,172,176,Fevereiro,Terça-feira,17,1
614,2011-02-08 18:00:00,Primavera,0,1,Tempo Limpo,8.2,9.09,32,26.0027,1,151,152,Fevereiro,Terça-feira,18,1
615,2011-02-08 19:00:00,Primavera,0,1,Tempo Limpo,6.56,6.06,40,31.0009,1,100,101,Fevereiro,Terça-feira,19,1
616,2011-02-08 20:00:00,Primavera,0,1,Tempo Limpo,6.56,6.82,40,22.0028,3,53,56,Fevereiro,Terça-feira,20,1
617,2011-02-08 21:00:00,Primavera,0,1,Tempo Limpo,5.74,5.305,33,31.0009,8,46,54,Fevereiro,Terça-feira,21,1
618,2011-02-08 22:00:00,Primavera,0,1,Tempo Limpo,4.92,5.305,33,23.9994,0,29,29,Fevereiro,Terça-feira,22,1
619,2011-02-08 23:00:00,Primavera,0,1,Tempo Limpo,4.92,5.305,33,22.0028,3,9,12,Fevereiro,Terça-feira,23,1
620,2011-02-09 00:00:00,Primavera,0,1,Tempo Limpo,4.1,3.79,36,23.9994,0,17,17,Fevereiro,Quarta-feira,0,1
621,2011-02-09 01:00:00,Primavera,0,1,Tempo Limpo,4.1,5.305,36,15.0013,0,7,7,Fevereiro,Quarta-feira,1,1
622,2011-02-09 02:00:00,Primavera,0,1,Tempo Limpo,3.28,3.79,38,19.0012,1,2,3,Fevereiro,Quarta-feira,2,1
623,2011-02-09 03:00:00,Primavera,0,1,Tempo Limpo,2.46,3.79,45,8.9981,0,2,2,Fevereiro,Quarta-feira,3,1
624,2011-02-09 05:00:00,Primavera,0,1,Tempo Limpo,2.46,5.305,45,7.0015,0,7,7,Fevereiro,Quarta-feira,5,1
625,2011-02-09 06:00:00,Primavera,0,1,Tempo Limpo,2.46,7.575,45,0.0,0,43,43,Fevereiro,Quarta-feira,6,1
626,2011-02-09 07:00:00,Primavera,0,1,Tempo Limpo,2.46,5.305,49,7.0015,4,95,99,Fevereiro,Quarta-feira,7,1
627,2011-02-09 08:00:00,Primavera,0,1,Tempo Limpo,4.1,6.82,42,0.0,1,198,199,Fevereiro,Quarta-feira,8,1
628,2011-02-09 09:00:00,Primavera,0,1,Tempo Limpo,4.92,6.82,39,11.0014,4,119,123,Fevereiro,Quarta-feira,9,1
629,2011-02-09 10:00:00,Primavera,0,1,Tempo Limpo,5.74,9.09,36,0.0,8,51,59,Fevereiro,Quarta-feira,10,1
630,2011-02-09 11:00:00,Primavera,0,1,Nublado,5.74,7.575,43,11.0014,1,40,41,Fevereiro,Quarta-feira,11,0
631,2011-02-09 12:00:00,Primavera,0,1,Nublado,7.38,9.09,40,15.0013,4,57,61,Fevereiro,Quarta-feira,12,0
632,2011-02-09 13:00:00,Primavera,0,1,Tempo Limpo,7.38,8.335,40,16.9979,2,67,69,Fevereiro,Quarta-feira,13,1
633,2011-02-09 14:00:00,Primavera,0,1,Tempo Limpo,8.2,9.09,34,19.9995,2,56,58,Fevereiro,Quarta-feira,14,1
634,2011-02-09 15:00:00,Primavera,0,1,Nublado,8.2,9.09,34,19.0012,3,61,64,Fevereiro,Quarta-feira,15,0
635,2011-02-09 16:00:00,Primavera,0,1,Nublado,8.2,9.85,37,16.9979,7,72,79,Fevereiro,Quarta-feira,16,0
636,2011-02-09 17:00:00,Primavera,0,1,Nublado,8.2,9.85,34,16.9979,9,157,166,Fevereiro,Quarta-feira,17,0
637,2011-02-09 18:00:00,Primavera,0,1,Nublado,7.38,8.335,47,19.9995,2,168,170,Fevereiro,Quarta-feira,18,0
638,2011-02-09 19:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,5.74,6.06,86,16.9979,1,87,88,Fevereiro,Quarta-feira,19,0
639,2011-02-09 20:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,5.74,7.575,86,11.0014,0,84,84,Fevereiro,Quarta-feira,20,0
640,2011-02-09 21:00:00,Primavera,0,1,Nublado,5.74,7.575,86,11.0014,0,83,83,Fevereiro,Quarta-feira,21,0
641,2011-02-09 22:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,6.56,8.335,80,11.0014,4,42,46,Fevereiro,Quarta-feira,22,0
642,2011-02-09 23:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,6.56,7.575,80,12.998,0,37,37,Fevereiro,Quarta-feira,23,0
643,2011-02-10 00:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,5.74,6.82,86,12.998,0,16,16,Fevereiro,Quinta-feira,0,0
644,2011-02-10 01:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,5.74,7.575,80,8.9981,0,7,7,Fevereiro,Quinta-feira,1,0
645,2011-02-10 02:00:00,Primavera,0,1,Chuva Leve/Neve Leve ,5.74,7.575,80,8.9981,0,3,3,Fevereiro,Quinta-feira,2,0
646,2011-02-10 04:00:00,Primavera,0,1,Nublado,5.74,6.82,59,15.0013,0,1,1,Fevereiro,Quinta-feira,4,0
647,2011-02-10 05:00:00,Primavera,0,1,Nublado,4.92,6.06,50,15.0013,0,6,6,Fevereiro,Quinta-feira,5,0
648,2011-02-10 06:00:00,Primavera,0,1,Nublado,4.92,6.06,54,19.0012,0,26,26,Fevereiro,Quinta-feira,6,0
649,2011-02-10 07:00:00,Primavera,0,1,Tempo Limpo,4.1,3.79,50,27.9993,0,99,99,Fevereiro,Quinta-feira,7,1
650,2011-02-10 08:00:00,Primavera,0,1,Tempo Limpo,4.1,3.79,49,22.0028,5,173,178,Fevereiro,Quinta-feira,8,1
651,2011-02-10 09:00:00,Primavera,0,1,Tempo Limpo,4.92,5.305,42,23.9994,1,121,122,Fevereiro,Quinta-feira,9,1
652,2011-02-10 10:00:00,Primavera,0,1,Tempo Limpo,4.92,5.305,42,19.9995,1,34,35,Fevereiro,Quinta-feira,10,1
653,2011-02-10 11:00:00,Primavera,0,1,Tempo Limpo,5.74,6.06,39,23.9994,1,44,45,Fevereiro,Quinta-feira,11,1
654,2011-02-10 12:00:00,Primavera,0,1,Tempo Limpo,6.56,6.82,34,26.0027,4,65,69,Fevereiro,Quinta-feira,12,1
655,2011-02-10 13:00:00,Primavera,0,1,Tempo Limpo,7.38,8.335,29,19.9995,3,59,62,Fevereiro,Quinta-feira,13,1
656,2011-02-10 14:00:00,Primavera,0,1,Tempo Limpo,8.2,9.09,27,19.0012,6,42,48,Fevereiro,Quinta-feira,14,1
657,2011-02-10 15:00:00,Primavera,0,1,Tempo Limpo,8.2,9.85,25,16.9979,0,50,50,Fevereiro,Quinta-feira,15,1
658,2011-02-10 16:00:00,Primavera,0,1,Tempo Limpo,8.2,9.09,27,19.9995,4,76,80,Fevereiro,Quinta-feira,16,1
659,2011-02-10 17:00:00,Primavera,0,1,Tempo Limpo,7.38,9.09,26,12.998,6,159,165,Fevereiro,Quinta-feira,17,1
660,2011-02-10 18:00:00,Primavera,0,1,Tempo Limpo,6.56,9.09,28,8.9981,3,157,160,Fevereiro,Quinta-feira,18,1
661,2011-02-10 19:00:00,Primavera,0,1,Tempo Limpo,5.74,8.335,28,7.0015,2,110,112,Fevereiro,Quinta-feira,19,1
662,2011-02-10 20:00:00,Primavera,0,1,Tempo Limpo,5.74,9.09,31,6.0032,4,93,97,Fevereiro,Quinta-feira,20,1
663,2011-02-10 21:00:00,Primavera,0,1,Tempo Limpo,5.74,10.605,39,0.0,2,70,72,Fevereiro,Quinta-feira,21,1
664,2011-02-10 22:00:00,Primavera,0,1,Tempo Limpo,4.92,9.85,39,0.0,4,47,51,Fevereiro,Quinta-feira,22,1
665,2011-02-10 23:00:00,Primavera,0,1,Tempo Limpo,4.92,7.575,42,7.0015,1,33,34,Fevereiro,Quinta-feira,23,1
666,2011-02-11 00:00:00,Primavera,0,1,Tempo Limpo,4.1,6.82,49,7.0015,2,12,14,Fevereiro,Sexta-feira,0,1
667,2011-02-11 01:00:00,Primavera,0,1,Tempo Limpo,4.1,6.82,54,6.0032,1,6,7,Fevereiro,Sexta-feira,1,1
668,2011-02-11 02:00:00,Primavera,0,1,Tempo Limpo,4.1,6.82,54,6.0032,0,3,3,Fevereiro,Sexta-feira,2,1
669,2011-02-11 05:00:00,Primavera,0,1,Tempo Limpo,3.28,6.06,63,6.0032,0,4,4,Fevereiro,Sexta-feira,5,1
670,2011-02-11 06:00:00,Primavera,0,1,Tempo Limpo,4.1,9.09,68,0.0,1,23,24,Fevereiro,Sexta-feira,6,1
671,2011-02-11 07:00:00,Primavera,0,1,Tempo Limpo,3.28,8.335,73,0.0,1,73,74,Fevereiro,Sexta-feira,7,1
672,2011-02-11 08:00:00,Primavera,0,1,Tempo Limpo,4.1,6.06,74,11.0014,4,212,216,Fevereiro,Sexta-feira,8,1
673,2011-02-11 09:00:00,Primavera,0,1,Tempo Limpo,4.92,6.06,74,15.0013,8,132,140,Fevereiro,Sexta-feira,9,1
674,2011-02-11 10:00:00,Primavera,0,1,Tempo Limpo,5.74,6.82,69,12.998,5,39,44,Fevereiro,Sexta-feira,10,1
675,2011-02-11 11:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,47,8.9981,12,52,64,Fevereiro,Sexta-feira,11,1
676,2011-02-11 12:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,47,8.9981,7,64,71,Fevereiro,Sexta-feira,12,1
677,2011-02-11 13:00:00,Primavera,0,1,Tempo Limpo,9.84,11.365,35,12.998,21,89,110,Fevereiro,Sexta-feira,13,1
678,2011-02-11 14:00:00,Primavera,0,1,Tempo Limpo,12.3,14.395,26,16.9979,17,67,84,Fevereiro,Sexta-feira,14,1
679,2011-02-11 15:00:00,Primavera,0,1,Tempo Limpo,13.12,15.91,21,11.0014,12,62,74,Fevereiro,Sexta-feira,15,1
680,2011-02-11 16:00:00,Primavera,0,1,Tempo Limpo,12.3,14.395,28,12.998,14,111,125,Fevereiro,Sexta-feira,16,1
681,2011-02-11 17:00:00,Primavera,0,1,Tempo Limpo,12.3,16.665,24,0.0,18,193,211,Fevereiro,Sexta-feira,17,1
682,2011-02-11 18:00:00,Primavera,0,1,Tempo Limpo,11.48,15.91,28,0.0,9,165,174,Fevereiro,Sexta-feira,18,1
683,2011-02-11 19:00:00,Primavera,0,1,Tempo Limpo,10.66,15.15,33,0.0,7,94,101,Fevereiro,Sexta-feira,19,1
684,2011-02-11 20:00:00,Primavera,0,1,Tempo Limpo,9.02,11.365,55,8.9981,2,61,63,Fevereiro,Sexta-feira,20,1
685,2011-02-11 21:00:00,Primavera,0,1,Tempo Limpo,8.2,10.605,59,8.9981,1,46,47,Fevereiro,Sexta-feira,21,1
686,2011-02-11 22:00:00,Primavera,0,1,Tempo Limpo,8.2,11.365,64,6.0032,2,41,43,Fevereiro,Sexta-feira,22,1
687,2011-02-11 23:00:00,Primavera,0,1,Tempo Limpo,7.38,12.12,69,0.0,5,48,53,Fevereiro,Sexta-feira,23,1
688,2011-02-12 00:00:00,Primavera,0,0,Tempo Limpo,6.56,9.85,69,6.0032,3,27,30,Fevereiro,Sábado,0,1
689,2011-02-12 01:00:00,Primavera,0,0,Tempo Limpo,5.74,10.605,86,0.0,2,22,24,Fevereiro,Sábado,1,1
690,2011-02-12 02:00:00,Primavera,0,0,Tempo Limpo,5.74,10.605,80,0.0,2,13,15,Fevereiro,Sábado,2,1
691,2011-02-12 03:00:00,Primavera,0,0,Tempo Limpo,4.92,9.85,80,0.0,3,7,10,Fevereiro,Sábado,3,1
692,2011-02-12 04:00:00,Primavera,0,0,Tempo Limpo,4.92,8.335,74,6.0032,0,4,4,Fevereiro,Sábado,4,1
693,2011-02-12 05:00:00,Primavera,0,0,Tempo Limpo,4.92,8.335,74,6.0032,0,1,1,Fevereiro,Sábado,5,1
694,2011-02-12 06:00:00,Primavera,0,0,Tempo Limpo,4.92,6.82,93,12.998,1,1,2,Fevereiro,Sábado,6,1
695,2011-02-12 07:00:00,Primavera,0,0,Tempo Limpo,4.92,7.575,80,7.0015,2,9,11,Fevereiro,Sábado,7,1
696,2011-02-12 08:00:00,Primavera,0,0,Tempo Limpo,5.74,7.575,86,8.9981,2,28,30,Fevereiro,Sábado,8,1
697,2011-02-12 09:00:00,Primavera,0,0,Tempo Limpo,6.56,9.09,64,8.9981,5,38,43,Fevereiro,Sábado,9,1
